,Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Specialist Name,Pure List?,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
2385,Nick Anderson,T'au Empire,1,,1.0,,T'au Sept,1,,,,3,2,0,5,24.8,22.4,0.6,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2386,Nick Anderson,T'au Empire,1,,1.0,,T'au Sept,1,,,,3,2,0,5,24.8,22.4,0.6,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2387,Phuong Nhan,Adeptus Custodes,1,1.0,,1.0,Adeptus Custodes,1,1.0,,Mono,3,2,0,5,29.4,22.6,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,29.4,22.6,0.6,0.6,29.4,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2388,Phuong Nhan,Adeptus Custodes,1,,1.0,,Adeptus Custodes,1,,,,3,2,0,5,29.4,22.6,0.6,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2389,Rob Helton,Renegade Knights,1,1.0,,1.0,Renegade Knights,1,1.0,,Mono,2,3,0,5,21.8,26.2,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,21.8,26.2,0.4,0.4,21.8,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2390,Rob Helton,Renegade Knights,1,,1.0,,Renegade Knights,1,,,,2,3,0,5,21.8,26.2,0.4,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2391,Robert Bishop,T'au Empire,1,1.0,,1.0,T'au Sept,1,1.0,,Mono,2,3,0,5,23.0,28.6,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,23.0,28.6,0.4,0.4,23.0,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2392,Robert Bishop,T'au Empire,1,,1.0,,T'au Sept,1,,,,2,3,0,5,23.0,28.6,0.4,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2393,Robert Bishop,T'au Empire,1,,1.0,,T'au Sept,1,,,,2,3,0,5,23.0,28.6,0.4,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2394,Russell Rose,Ultramarines,1,1.0,,1.0,Ultramarines,1,1.0,,Mono,2,3,0,5,20.6,24.2,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,20.6,24.2,0.4,0.4,20.6,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2395,Russell Rose,Ultramarines,1,,1.0,,Ultramarines,1,,,,2,3,0,5,20.6,24.2,0.4,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2396,Scott McElheny,Death Guard,1,1.0,,1.0,Death Guard,1,1.0,,Mono,2,3,0,5,22.6,25.2,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,22.6,25.2,0.4,0.4,22.6,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2397,Scott McElheny,Death Guard,1,,1.0,,Death Guard,1,,,,2,3,0,5,22.6,25.2,0.4,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2398,Scott Thompson,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,1,0,5,32.6,16.8,0.8,0.8,5.0,,5.0,4.0,1.0,0.0,0.8,32.6,16.8,0.8,0.8,32.6,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2399,Scott Thompson,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,1,0,5,32.6,16.8,0.8,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2400,Scott Thompson,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,1,0,5,32.6,16.8,0.8,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2401,Sean Dilley,Cult Mechanicus,1,1.0,,1.0,Stygies,1,1.0,,,3,1,1,5,29.2,23.0,0.7,,5.0,,,3.0,1.0,1.0,0.7,29.2,23.0,0.7,0.7,29.2,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2402,Sean Dilley,Cult Mechanicus,1,,1.0,,Mars,1,1.0,,,3,1,1,5,29.2,23.0,0.7,,,5.0,,,,,,,,,0.7,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2403,Sean Dilley,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,3,1,1,5,29.2,23.0,0.7,,,5.0,,,,,0.7,29.2,23.0,,0.7,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2404,Tim Royers,Imperial Fists,1,1.0,,1.0,Imperial Fists,1,1.0,,Mono,4,1,0,5,28.6,19.2,0.8,0.8,5.0,,5.0,4.0,1.0,0.0,0.8,28.6,19.2,0.8,0.8,28.6,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2405,William Ristau,Chaos Daemons,1,1.0,,1.0,Slaanesh,1,1.0,,,2,3,0,5,24.6,23.2,0.4,,5.0,,,2.0,3.0,0.0,0.4,24.6,23.2,0.4,0.4,24.6,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2406,William Ristau,Chaos Daemons,1,,1.0,,Slaanesh,1,,,,2,3,0,5,24.6,23.2,0.4,,,5.0,,,,,,,,,,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2407,William Ristau,Chaos Space Marines,1,,1.0,1.0,Word Bearers,1,1.0,,,2,3,0,5,24.6,23.2,0.4,,,5.0,,,,,0.4,24.6,23.2,,0.4,,No,,New Year's Knockout,ITC,Fall FAQ,2020-01-11
2408,Aidan Urquhart,Imperial Knights,1,1.0,,1.0,House Krast,1,1.0,,,3,2,0,5,23.6,21.4,0.6,,5.0,,,3.0,2.0,0.0,0.6,23.6,21.4,0.6,0.6,23.6,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2409,Aidan Urquhart,Astra Militarum,1,,1.0,1.0,Vostroyan,1,1.0,,,3,2,0,5,23.6,21.4,0.6,,,5.0,,,,,0.6,23.6,21.4,,0.6,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2410,Allie Mapker,T'au Empire,1,1.0,,1.0,T'au Sept,1,1.0,,Mono,1,3,1,5,18.6,24.0,0.3,0.3,5.0,,5.0,1.0,3.0,1.0,0.3,18.6,24.0,0.3,0.3,18.6,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2411,Allie Mapker,T'au Empire,1,,1.0,,T'au Sept,1,,,,1,3,1,5,18.6,24.0,0.3,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2412,Allie Mapker,T'au Empire,1,,1.0,,T'au Sept,1,,,,1,3,1,5,18.6,24.0,0.3,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2413,Anthony Berinato,Space Wolves,1,1.0,,1.0,Space Wolves,1,1.0,,Mono,3,2,0,5,25.2,22.8,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,25.2,22.8,0.6,0.6,25.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2414,Ariel Sasinsky,Ultramarines,1,1.0,,1.0,Ultramarines,1,1.0,,Mono,1,4,0,5,13.2,23.6,0.2,0.2,5.0,,5.0,1.0,4.0,0.0,0.2,13.2,23.6,0.2,0.2,13.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2415,Ashley Clutten,Astra Militarum,1,1.0,,1.0,Catachan,1,1.0,,,4,0,1,5,25.0,22.8,0.9,,5.0,,,4.0,0.0,1.0,0.9,25.0,22.8,0.9,0.9,25.0,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2416,Ashley Clutten,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,4,0,1,5,25.0,22.8,0.9,,,5.0,,,,,0.9,25.0,22.8,,0.9,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2417,Ashley Clutten,White Scars,1,,1.0,1.0,White Scars,1,1.0,,,4,0,1,5,25.0,22.8,0.9,,,5.0,,,,,0.9,25.0,22.8,,0.9,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2418,Bernard Marchand,Chaos Space Marines,1,1.0,,1.0,Emperor's Children,1,1.0,,Mono,2,3,0,5,24.4,22.4,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,24.4,22.4,0.4,0.4,24.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2419,Bernard Marchand,Chaos Space Marines,1,,1.0,,Red Corsairs,1,1.0,,,2,3,0,5,24.4,22.4,0.4,,,5.0,,,,,,,,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2420,Bernard Marchand,Chaos Space Marines,1,,1.0,,Iron Warriors,1,1.0,,,2,3,0,5,24.4,22.4,0.4,,,5.0,,,,,,,,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2421,Brendon Nickerson,Imperial Knights,1,1.0,,1.0,House Hawkshroud,1,1.0,,Mono,2,3,0,5,20.8,23.6,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,20.8,23.6,0.4,0.4,20.8,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2422,Brindley Uytenbogaardt,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,Mono,4,1,0,5,25.2,22.8,0.8,0.8,5.0,,5.0,4.0,1.0,0.0,0.8,25.2,22.8,0.8,0.8,25.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2423,Brindley Uytenbogaardt,Raven Guard,1,,1.0,,Raven Guard,1,,,,4,1,0,5,25.2,22.8,0.8,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2424,Carl Haydam,Ultramarines,1,1.0,,1.0,Ultramarines,1,1.0,,Mono,2,2,1,5,26.4,21.8,0.5,0.5,5.0,,5.0,2.0,2.0,1.0,0.5,26.4,21.8,0.5,0.5,26.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2425,Carl Haydam,Ultramarines,1,,1.0,,Ultramarines,1,,,,2,2,1,5,26.4,21.8,0.5,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2426,Carl Haydam,Ultramarines,1,,1.0,,Ultramarines,1,,,,2,2,1,5,26.4,21.8,0.5,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2427,Chad Maycock,Blood Angels,1,1.0,,1.0,Blood Angels,1,1.0,,Mono,2,2,1,5,19.2,22.4,0.5,0.5,5.0,,5.0,2.0,2.0,1.0,0.5,19.2,22.4,0.5,0.5,19.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2428,Chad Maycock,Blood Angels,1,,1.0,,Blood Angels,1,,,,2,2,1,5,19.2,22.4,0.5,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2429,Dylan Probyn,Drukhari,1,1.0,,1.0,Prophets of Flesh,1,1.0,,Mono,2,2,1,5,21.8,23.8,0.5,0.5,5.0,,5.0,2.0,2.0,1.0,0.5,21.8,23.8,0.5,0.5,21.8,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2430,Dylan Probyn,Drukhari,1,,1.0,,Kabal of the Flayed Skull,1,1.0,,,2,2,1,5,21.8,23.8,0.5,,,5.0,,,,,,,,,0.5,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2431,Dylan Probyn,Drukhari,1,,1.0,,Kabal of the Black Heart,1,1.0,,,2,2,1,5,21.8,23.8,0.5,,,5.0,,,,,,,,,0.5,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2432,Giled Embleton,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,1,0,5,27.0,16.8,0.8,0.8,5.0,,5.0,4.0,1.0,0.0,0.8,27.0,16.8,0.8,0.8,27.0,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2433,Giled Embleton,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,1,0,5,27.0,16.8,0.8,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2434,Gregg Barlow,Adeptus Custodes,1,1.0,,1.0,Adeptus Custodes,1,1.0,,,3,2,0,5,26.4,21.0,0.6,,5.0,,,3.0,2.0,0.0,0.6,26.4,21.0,0.6,0.6,26.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2435,Gregg Barlow,Officio Assassinorum,1,,1.0,1.0,Officio Assassinorum,1,1.0,,,3,2,0,5,26.4,21.0,0.6,,,5.0,,,,,0.6,26.4,21.0,,0.6,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2436,Henning Eksteen,Drukhari,1,1.0,,1.0,Prophets of Flesh,1,1.0,,Mono,4,1,0,5,27.0,19.0,0.8,0.8,5.0,,5.0,4.0,1.0,0.0,0.8,27.0,19.0,0.8,0.8,27.0,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2437,Henning Eksteen,Drukhari,1,,1.0,,Kabal of the Flayed Skull,1,1.0,,,4,1,0,5,27.0,19.0,0.8,,,5.0,,,,,,,,,0.8,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2438,Henning Eksteen,Drukhari,1,,1.0,,Kabal of the Black Heart,1,1.0,,,4,1,0,5,27.0,19.0,0.8,,,5.0,,,,,,,,,0.8,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2439,Ihan Grobler,Chaos Space Marines,1,1.0,,1.0,Alpha Legion,1,1.0,,Mono,2,3,0,5,24.4,22.2,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,24.4,22.2,0.4,0.4,24.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2440,Ihan Grobler,Chaos Space Marines,1,,1.0,,Night Lords,1,1.0,Host Raptorial,,2,3,0,5,24.4,22.2,0.4,,,5.0,,,,,,,,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2441,Ihan Grobler,Chaos Space Marines,1,,1.0,,Iron Warriors,1,1.0,,,2,3,0,5,24.4,22.2,0.4,,,5.0,,,,,,,,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2442,Jacques Strydom,Asuryani,1,1.0,,1.0,Custom Craftworld,1,1.0,,Mono,2,2,1,5,21.6,22.0,0.5,0.5,5.0,,5.0,2.0,2.0,1.0,0.5,21.6,22.0,0.5,0.5,21.6,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2443,Jacques Strydom,Asuryani,1,,1.0,,Custom Craftworld,1,,,,2,2,1,5,21.6,22.0,0.5,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2444,Janak Morar,Adepta Sororitas,1,1.0,,1.0,Order of the Valorous Heart,1,1.0,,Mono,3,2,0,5,22.4,21.4,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,22.4,21.4,0.6,0.6,22.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2445,Jonathan De Waal,Astra Militarum,1,1.0,,1.0,Catachan,1,1.0,Emperor's Fist,,3,2,0,5,25.8,21.6,0.6,,5.0,,,3.0,2.0,0.0,0.6,25.8,21.6,0.6,0.6,25.8,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2446,Jonathan De Waal,Officio Assassinorum,1,,1.0,1.0,Officio Assassinorum,1,1.0,,,3,2,0,5,25.8,21.6,0.6,,,5.0,,,,,0.6,25.8,21.6,,0.6,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2447,Jonathan De Waal,Cult Mechanicus,1,,1.0,1.0,Stygies,1,1.0,,,3,2,0,5,25.8,21.6,0.6,,,5.0,,,,,0.6,25.8,21.6,,0.6,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2448,Justin Botes,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,2,0,5,23.4,23.8,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,23.4,23.8,0.6,0.6,23.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2449,Justin Botes,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,2,0,5,23.4,23.8,0.6,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2450,Lehann Smith,White Scars,1,1.0,,1.0,White Scars,1,1.0,,Mono,2,3,0,5,17.8,20.6,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,17.8,20.6,0.4,0.4,17.8,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2451,Lord Murray Knox,Drukhari,1,1.0,,1.0,Prophets of Flesh,1,1.0,,Mono,3,2,0,5,26.6,22.4,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,26.6,22.4,0.6,0.6,26.6,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2452,Lord Murray Knox,Drukhari,1,,1.0,,Kabal of the Black Heart,1,1.0,,,3,2,0,5,26.6,22.4,0.6,,,5.0,,,,,,,,,0.6,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2453,Mark Day,T'au Empire,1,1.0,,1.0,T'au Sept,1,1.0,,Mono,1,3,1,5,20.6,23.8,0.3,0.3,5.0,,5.0,1.0,3.0,1.0,0.3,20.6,23.8,0.3,0.3,20.6,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2454,Mark Day,T'au Empire,1,,1.0,,Farsight Enclaves,1,1.0,,,1,3,1,5,20.6,23.8,0.3,,,5.0,,,,,,,,,0.3,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2455,Mark Day,T'au Empire,1,,1.0,,Farsight Enclaves,1,,,,1,3,1,5,20.6,23.8,0.3,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2456,Marnes Grobler,Cult Mechanicus,1,,1.0,1.0,Stygies,1,1.0,,,1,3,1,5,20.2,21.6,0.3,,,5.0,,,,,0.3,20.2,21.6,,0.3,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2457,Marnes Grobler,Imperial Knights,1,1.0,,1.0,House Raven,1,1.0,,,1,3,1,5,20.2,21.6,0.3,,5.0,,,1.0,3.0,1.0,0.3,20.2,21.6,0.3,0.3,20.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2458,Marnes Grobler,Astra Militarum,1,,1.0,1.0,Cadian,1,1.0,,,1,3,1,5,20.2,21.6,0.3,,,5.0,,,,,0.3,20.2,21.6,,0.3,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2459,Matthew Myburg,Imperial Fists,1,1.0,,1.0,Imperial Fists,1,1.0,,,2,3,0,5,19.2,26.0,0.4,,5.0,,,2.0,3.0,0.0,0.4,19.2,26.0,0.4,0.4,19.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2460,Matthew Myburg,Raven Guard,1,,1.0,,Raven Guard,1,1.0,,,2,3,0,5,19.2,26.0,0.4,,,5.0,,,,,,,,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2461,Matthew Myburg,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,2,3,0,5,19.2,26.0,0.4,,,5.0,,,,,0.4,19.2,26.0,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2462,Michael Higgo,Astra Militarum,1,,1.0,1.0,Cadian,1,1.0,,,2,3,0,5,22.6,21.6,0.4,,,5.0,,,,,0.4,22.6,21.6,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2463,Michael Higgo,Blood Angels,1,1.0,,1.0,Blood Angels,1,1.0,,,2,3,0,5,22.6,21.6,0.4,,5.0,,,2.0,3.0,0.0,0.4,22.6,21.6,0.4,0.4,22.6,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2464,Michael Higgo,Imperial Knights,1,,1.0,1.0,House Krast,1,1.0,,,2,3,0,5,22.6,21.6,0.4,,,5.0,,,,,0.4,22.6,21.6,,0.4,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2465,Mitchell Luthi,Black Templars,1,1.0,,1.0,Black Templars,1,1.0,,Mono,2,3,0,5,20.4,22.8,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,20.4,22.8,0.4,0.4,20.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2466,Mitchell Luthi,Black Templars,1,,1.0,,Black Templars,1,,,,2,3,0,5,20.4,22.8,0.4,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2467,Nathan Ievers,Tyranids,1,1.0,,1.0,Kraken,1,1.0,,Mono,2,2,1,5,25.4,21.4,0.5,0.5,5.0,,5.0,2.0,2.0,1.0,0.5,25.4,21.4,0.5,0.5,25.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2468,Nathan Ievers,Tyranids,1,,1.0,,Kronos,1,1.0,,,2,2,1,5,25.4,21.4,0.5,,,5.0,,,,,,,,,0.5,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2469,Nigel Perry,Orks,1,1.0,,1.0,Evil Sunz,1,1.0,,Mono,1,3,1,5,18.8,26.4,0.3,0.3,5.0,,5.0,1.0,3.0,1.0,0.3,18.8,26.4,0.3,0.3,18.8,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2470,Nigel Perry,Orks,1,,1.0,,Evil Sunz,1,,,,1,3,1,5,18.8,26.4,0.3,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2471,Nigel Perry,Orks,1,,1.0,,Bad Moons,1,1.0,Dread Waagh,,1,3,1,5,18.8,26.4,0.3,,,5.0,,,,,,,,,0.3,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2472,Norbert Haydam,Orks,1,1.0,,1.0,Deathskulls,1,1.0,Dread Waagh,Mono,1,4,0,5,19.0,20.8,0.2,0.2,5.0,,5.0,1.0,4.0,0.0,0.2,19.0,20.8,0.2,0.2,19.0,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2473,Norbert Haydam,Orks,1,,1.0,,Evil Sunz,1,1.0,,,1,4,0,5,19.0,20.8,0.2,,,5.0,,,,,,,,,0.2,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2474,Norbert Haydam,Orks,1,,1.0,,Deathskulls,1,,,,1,4,0,5,19.0,20.8,0.2,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2475,Richard Higgins,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,2,0,5,26.2,17.8,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,26.2,17.8,0.6,0.6,26.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2476,Richard Higgins,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,2,0,5,26.2,17.8,0.6,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2477,Robert MacNamara,Ultramarines,1,1.0,,1.0,Ultramarines,1,1.0,,Mono,3,2,0,5,20.2,21.0,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,20.2,21.0,0.6,0.6,20.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2478,Robert MacNamara,Ultramarines,1,,1.0,,Ultramarines,1,,,,3,2,0,5,20.2,21.0,0.6,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2479,Robert MacNamara,Ultramarines,1,,1.0,,Ultramarines,1,,,,3,2,0,5,20.2,21.0,0.6,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2480,Sakkie Basson,Renegade Knights,1,1.0,,1.0,Renegade Knights,1,1.0,,,4,0,1,5,29.4,14.6,0.9,,5.0,,,4.0,0.0,1.0,0.9,29.4,14.6,0.9,0.9,29.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2481,Sakkie Basson,Chaos Space Marines,1,,1.0,1.0,Alpha Legion,1,1.0,Soulforged Pack,,4,0,1,5,29.4,14.6,0.9,,,5.0,,,,,0.9,29.4,14.6,,0.9,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2482,Sidney Pols,Asuryani,1,1.0,,1.0,Custom Craftworld,1,1.0,,Mono,2,3,0,5,15.4,23.4,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,15.4,23.4,0.4,0.4,15.4,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2483,Sidney Pols,Asuryani,1,,1.0,,Custom Craftworld,1,,,,2,3,0,5,15.4,23.4,0.4,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2484,Sidney Pols,Asuryani,1,,1.0,,Custom Craftworld,1,,,,2,3,0,5,15.4,23.4,0.4,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2485,Sir Kyru Hagues,T'au Empire,1,1.0,,1.0,T'au Sept,1,1.0,,Mono,4,0,1,5,24.2,17.8,0.9,0.9,5.0,,5.0,4.0,0.0,1.0,0.9,24.2,17.8,0.9,0.9,24.2,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2486,Sir Kyru Hagues,T'au Empire,1,,1.0,,T'au Sept,1,,,,4,0,1,5,24.2,17.8,0.9,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2487,Sir Kyru Hagues,T'au Empire,1,,1.0,,Vior'la Sept,1,1.0,,,4,0,1,5,24.2,17.8,0.9,,,5.0,,,,,,,,,0.9,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2488,Weber Stofberg,Asuryani,1,1.0,,1.0,Alaitoc,1,1.0,,Mono,1,4,0,5,17.0,23.2,0.2,0.2,5.0,,5.0,1.0,4.0,0.0,0.2,17.0,23.2,0.2,0.2,17.0,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2489,Weber Stofberg,Asuryani,1,,1.0,,Alaitoc,1,,,,1,4,0,5,17.0,23.2,0.2,,,5.0,,,,,,,,,,,No,,Cape Legacy,ITC,Fall FAQ,2020-01-25
2490,Aaron Thompson,Asuryani,1,1.0,,1.0,Custom Craftworld,1,1.0,,Mono,5,3,0,8,27.75,22.25,0.625,0.625,8.0,,8.0,5.0,3.0,0.0,0.625,27.75,22.25,0.625,0.625,27.75,No,,Cancon,ITC,Fall FAQ,2020-01-25
2491,Aaron Thompson,Asuryani,1,,1.0,,Custom Craftworld,1,,,,5,3,0,8,27.75,22.25,0.625,,,8.0,,,,,,,,,,,No,,Cancon,ITC,Fall FAQ,2020-01-25
2492,Aaron Thompson,Asuryani,1,,1.0,,Custom Craftworld,1,,,,5,3,0,8,27.75,22.25,0.625,,,8.0,,,,,,,,,,,No,,Cancon,ITC,Fall FAQ,2020-01-25
2493,Adam Napier,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,Mono,3,5,0,8,25.875,24.0,0.375,0.375,8.0,,8.0,3.0,5.0,0.0,0.375,25.875,24.0,0.375,0.375,25.875,No,,Cancon,ITC,Fall FAQ,2020-01-25
