,Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Specialist Name,Pure List?,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
1499,Ricardo Leyva,Adeptus Custodes,1,1.0,,1.0,Adeptus Custodes,1,1.0,,,2,4,0,6,23.83,27.17,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,23.83,27.17,0.3333333333333333,0.3333333333333333,23.83,No,,LVO,ITC,Fall FAQ,2020-01-24
1500,Ricardo Leyva,Cult Mechanicus,1,,1.0,1.0,Stygies,1,1.0,,,2,4,0,6,23.83,27.17,0.3333333333333333,,,6.0,,,,,0.3333333333333333,23.83,27.17,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
1501,rich mahoney,Tyranids,1,1.0,,1.0,Kronos,1,1.0,,Mono,2,3,0,5,23.2,24.2,0.4,0.4,5.0,,5.0,2.0,3.0,0.0,0.4,23.2,24.2,0.4,0.4,23.2,No,,LVO,ITC,Fall FAQ,2020-01-24
1502,rich mahoney,Tyranids,1,,1.0,,Leviathan,1,1.0,,,2,3,0,5,23.2,24.2,0.4,,,5.0,,,,,,,,,0.4,,No,,LVO,ITC,Fall FAQ,2020-01-24
1503,rich mahoney,Tyranids,1,,1.0,,Leviathan,1,,,,2,3,0,5,23.2,24.2,0.4,,,5.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
1504,richard byington,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,Mono,4,2,0,6,27.166666666666668,17.833333333333332,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,27.166666666666668,17.833333333333332,0.6666666666666666,0.6666666666666666,27.166666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
1505,richard byington,Raven Guard,1,,1.0,,Raven Guard,1,,,,4,2,0,6,27.166666666666668,17.833333333333332,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
1506,richard cozart,Chaos Space Marines,1,1.0,,1.0,Emperor's Children,1,1.0,,,2,3,0,5,25.4,24.6,0.4,,5.0,,,2.0,3.0,0.0,0.4,25.4,24.6,0.4,0.4,25.4,No,,LVO,ITC,Fall FAQ,2020-01-24
1507,richard cozart,Thousand Sons,1,,1.0,1.0,Thousand Sons,1,1.0,,,2,3,0,5,25.4,24.6,0.4,,,5.0,,,,,0.4,25.4,24.6,,0.4,,No,,LVO,ITC,Fall FAQ,2020-01-24
1508,richard cozart,Death Guard,1,,1.0,1.0,Death Guard,1,1.0,,,2,3,0,5,25.4,24.6,0.4,,,5.0,,,,,0.4,25.4,24.6,,0.4,,No,,LVO,ITC,Fall FAQ,2020-01-24
1509,richard kilton,Orks,1,1.0,,1.0,Evil Sunz,1,1.0,,Mono,4,2,0,6,26.5,24.333333333333332,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,26.5,24.333333333333332,0.6666666666666666,0.6666666666666666,26.5,No,,LVO,ITC,Fall FAQ,2020-01-24
1510,richard kilton,Orks,1,,1.0,,Deathskulls,1,1.0,Dread Waagh,,4,2,0,6,26.5,24.333333333333332,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
1511,richard kilton,Orks,1,,1.0,,Bad Moons,1,1.0,,,4,2,0,6,26.5,24.333333333333332,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
1512,richard martin,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,6,1,0,7,28.833333333333332,22.0,0.8571428571428571,0.8571428571428571,7.0,,7.0,6.0,1.0,0.0,0.8571428571428571,28.833333333333332,22.0,0.8571428571428571,0.8571428571428571,28.833333333333332,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1513,richard martin,Iron Hands,1,,1.0,,Iron Hands,1,,,,6,1,0,7,28.833333333333332,22.0,0.8571428571428571,,,7.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1514,richard martin,Iron Hands,1,,1.0,,Iron Hands,1,,,,6,1,0,7,28.833333333333332,22.0,0.8571428571428571,,,7.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1515,richard siegler,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,9,0,0,9,30.22222222222222,18.555555555555557,1.0,1.0,9.0,,9.0,9.0,0.0,0.0,1.0,30.22222222222222,18.555555555555557,1.0,1.0,30.22222222222222,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1516,richard siegler,Iron Hands,1,,1.0,,Iron Hands,1,,Indomitus Crusaders,,9,0,0,9,30.22222222222222,18.555555555555557,1.0,,,9.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1517,richard siegler,Iron Hands,1,,1.0,,Iron Hands,1,,,,9,0,0,9,30.22222222222222,18.555555555555557,1.0,,,9.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1518,rick calnon,Grey Knights,1,1.0,,1.0,Grey Knights,1,1.0,,Mono,3,2,1,6,18.666666666666668,14.0,0.5833333333333334,0.5833333333333334,6.0,,6.0,3.0,2.0,1.0,0.5833333333333334,18.666666666666668,14.0,0.5833333333333334,0.5833333333333334,18.666666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
1519,rick calnon,Grey Knights,1,,1.0,,Grey Knights,1,,,,3,2,1,6,18.666666666666668,14.0,0.5833333333333334,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
1520,rick calnon,Grey Knights,1,,1.0,,Grey Knights,1,,,,3,2,1,6,18.666666666666668,14.0,0.5833333333333334,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
1521,rick diaz,Astra Militarum,1,1.0,,1.0,Cadian,1,1.0,,Mono,1,5,0,6,24.666666666666668,28.166666666666668,0.16666666666666666,0.16666666666666666,6.0,,6.0,1.0,5.0,0.0,0.16666666666666666,24.666666666666668,28.166666666666668,0.16666666666666666,0.16666666666666666,24.666666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
1522,rick diaz,Astra Militarum,1,,1.0,,Militarum Tempestus,1,1.0,Tempestus Drop Force,,1,5,0,6,24.666666666666668,28.166666666666668,0.16666666666666666,,,6.0,,,,,,,,,0.16666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
1523,rick diaz,Astra Militarum,1,,1.0,,Cadian,1,,,,1,5,0,6,24.666666666666668,28.166666666666668,0.16666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
1524,rick merrill,Chaos Space Marines,1,1.0,,1.0,Night Lords,1,1.0,Host Raptorial,Mono,1,5,0,6,16.666666666666668,25.5,0.16666666666666666,0.16666666666666666,6.0,,6.0,1.0,5.0,0.0,0.16666666666666666,16.666666666666668,25.5,0.16666666666666666,0.16666666666666666,16.666666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
1525,rick merrill,Chaos Space Marines,1,,1.0,,Alpha Legion,1,1.0,,,1,5,0,6,16.666666666666668,25.5,0.16666666666666666,,,6.0,,,,,,,,,0.16666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
1526,rickard nilsson,Cult Mechanicus,1,1.0,,1.0,Stygies,1,1.0,,Mono,4,1,1,6,28.166666666666668,23.666666666666668,0.75,0.75,6.0,,6.0,4.0,1.0,1.0,0.75,28.166666666666668,23.666666666666668,0.75,0.75,28.166666666666668,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1527,rickard nilsson,Cult Mechanicus,1,,1.0,,Stygies,1,,,,4,1,1,6,28.166666666666668,23.666666666666668,0.75,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
1528,rileigh dietz,Chaos Space Marines,1,,1.0,1.0,Flawless Host,1,1.0,Soulforged Pack,,2,4,0,6,20.6,26.0,0.3333333333333333,,,6.0,,,,,0.3333333333333333,20.6,26.0,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
1529,rileigh dietz,Renegade Knights,1,1.0,,1.0,Renegade Knights,1,1.0,,,2,4,0,6,20.6,26.0,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,20.6,26.0,0.3333333333333333,0.3333333333333333,20.6,No,,LVO,ITC,Fall FAQ,2020-01-24
